Sr,STYLE,SEASON,CATEGORY,COLOUR,SKU,SIZE,QTY
463,MF0419,FW25,JACKET,MULTI,10491673,44,0
464,MF0419,FW25,JACKET,MULTI,10491674,46,0
465,MF0419,FW25,JACKET,MULTI,10491675,48,0
466,MF0419,FW25,JACKET,MULTI,10491676,50,0
467,MF0419,FW25,JACKET,MULTI,10491677,52,0
468,MF0419,FW25,JACKET,MULTI,10491678,54,0
469,MF0425,FW25,JACKET,BLACK,10411230,38,0
470,MF0425,FW25,JACKET,BLACK,10411231,40,0
471,MF0425,FW25,JACKET,BLACK,10411232,42,0
472,MF0425,FW25,JACKET,BLACK,10411233,44,0
473,MF0425,FW25,JACKET,BLACK,10411234,46,0
474,MF0425,FW25,JACKET,BLACK,10411235,48,0
475,MF0425,FW25,JACKET,BLACK,10411236,50,0
476,MF0425,FW25,JACKET,BLACK,10411237,52,0
477,MF0425,FW25,JACKET,BLACK,10411238,54,0
478,MF0428,FW25,JACKET,GREY,10493200,38,0
479,MF0428,FW25,JACKET,GREY,10493201,40,0
480,MF0428,FW25,JACKET,GREY,10493202,42,0
481,MF0428,FW25,JACKET,GREY,10493203,44,0
482,MF0428,FW25,JACKET,GREY,10493204,46,0
483,MF0428,FW25,JACKET,GREY,10493205,48,0
484,MF0428,FW25,JACKET,GREY,10493206,50,0
485,MF0428,FW25,JACKET,GREY,10493207,52,0
486,MF0428,FW25,JACKET,GREY,10493208,54,0
487,MF0503,FW25,SKIRT,BLACK,10478760,38,0
488,MF0503,FW25,SKIRT,BLACK,10478761,40,0
489,MF0503,FW25,SKIRT,BLACK,10478762,42,0
490,MF0503,FW25,SKIRT,BLACK,10478763,44,0
491,MF0503,FW25,SKIRT,BLACK,10478764,46,0
492,MF0503,FW25,SKIRT,BLACK,10478765,48,0
493,MF0503,FW25,SKIRT,BLACK,10478766,50,0
494,MF0503,FW25,SKIRT,BLACK,10478767,52,0
495,MF0503,FW25,SKIRT,BLACK,10478768,54,0
496,MF0508,FW25,SKIRT,GREY,10496830,38,0
497,MF0508,FW25,SKIRT,GREY,10496831,40,0
498,MF0508,FW25,SKIRT,GREY,10496832,42,0
499,MF0508,FW25,SKIRT,GREY,10496833,44,0
500,MF0508,FW25,SKIRT,GREY,10496834,46,0
501,MF0508,FW25,SKIRT,GREY,10496835,48,0
502,MF0508,FW25,SKIRT,GREY,10496836,50,0
503,MF0508,FW25,SKIRT,GREY,10496837,52,0
504,MF0508,FW25,SKIRT,GREY,10496838,54,0
505,MF0601,FW25,PANTS,BROWN,10483020,38,0
506,MF0601,FW25,PANTS,BROWN,10483021,40,0
507,MF0601,FW25,PANTS,BROWN,10483022,42,0
508,MF0601,FW25,PANTS,BROWN,10483023,44,0
509,MF0601,FW25,PANTS,BROWN,10483024,46,0
510,MF0601,FW25,PANTS,BROWN,10483025,48,0
511,MF0601,FW25,PANTS,BROWN,10483026,50,0
512,MF0601,FW25,PANTS,BROWN,10483027,52,0
513,MF0601,FW25,PANTS,BROWN,10483028,54,0
514,MF0603,FW25,PANTS,BLACK,10345820,38,0
515,MF0603,FW25,PANTS,BLACK,10345821,40,0
516,MF0603,FW25,PANTS,BLACK,10345822,42,0
517,MF0603,FW25,PANTS,BLACK,10345823,44,0
518,MF0603,FW25,PANTS,BLACK,10345824,46,0
519,MF0603,FW25,PANTS,BLACK,10345825,48,0
520,MF0603,FW25,PANTS,BLACK,10345826,50,0
521,MF0603,FW25,PANTS,BLACK,10345827,52,0
522,MF0603,FW25,PANTS,BLACK,10345828,54,0
523,MF0603,FW25,PANTS,WHITE,10436660,38,0
524,MF0603,FW25,PANTS,WHITE,10436661,40,0
525,MF0603,FW25,PANTS,WHITE,10436662,42,0
526,MF0603,FW25,PANTS,WHITE,10436663,44,0
527,MF0603,FW25,PANTS,WHITE,10436664,46,0
528,MF0603,FW25,PANTS,WHITE,10436665,48,0
529,MF0603,FW25,PANTS,WHITE,10436666,50,0
530,MF0603,FW25,PANTS,WHITE,10436667,52,0
531,MF0603,FW25,PANTS,WHITE,10436668,54,0
532,MF0605,FW25,PANTS,BLACK,10421960,38,0
533,MF0605,FW25,PANTS,BLACK,10421961,40,0
534,MF0605,FW25,PANTS,BLACK,10421962,42,0
535,MF0605,FW25,PANTS,BLACK,10421963,44,0
536,MF0605,FW25,PANTS,BLACK,10421964,46,0
537,MF0605,FW25,PANTS,BLACK,10421965,48,0
538,MF0605,FW25,PANTS,BLACK,10421966,50,0
539,MF0605,FW25,PANTS,BLACK,10421967,52,0
540,MF0605,FW25,PANTS,BLACK,10421968,54,0
541,MF0607,FW25,PANTS,BLACK,10478500,38,0
542,MF0607,FW25,PANTS,BLACK,10478501,40,0
543,MF0607,FW25,PANTS,BLACK,10478502,42,0
544,MF0607,FW25,PANTS,BLACK,10478503,44,0
545,MF0607,FW25,PANTS,BLACK,10478504,46,0
546,MF0607,FW25,PANTS,BLACK,10478505,48,0
547,MF0607,FW25,PANTS,BLACK,10478506,50,0
548,MF0607,FW25,PANTS,BLACK,10478507,52,0
549,MF0607,FW25,PANTS,BLACK,10478508,54,0
550,MF0608,FW25,PANTS,BLACK,10478930,38,0
551,MF0608,FW25,PANTS,BLACK,10478931,40,0
552,MF0608,FW25,PANTS,BLACK,10478932,42,0
553,MF0608,FW25,PANTS,BLACK,10478933,44,0
554,MF0608,FW25,PANTS,BLACK,10478934,46,0
555,MF0608,FW25,PANTS,BLACK,10478935,48,0
556,MF0608,FW25,PANTS,BLACK,10478936,50,0
557,MF0608,FW25,PANTS,BLACK,10478937,52,0
558,MF0608,FW25,PANTS,BLACK,10478938,54,0
559,MF0608,FW25,PANTS,BLUE,10438710,38,0
560,MF0608,FW25,PANTS,BLUE,10438711,40,0
561,MF0608,FW25,PANTS,BLUE,10438712,42,0
562,MF0608,FW25,PANTS,BLUE,10438713,44,0
563,MF0608,FW25,PANTS,BLUE,10438714,46,0
564,MF0608,FW25,PANTS,BLUE,10438715,48,0
565,MF0608,FW25,PANTS,BLUE,10438716,50,0
566,MF0608,FW25,PANTS,BLUE,10438717,52,0
567,MF0608,FW25,PANTS,BLUE,10438718,54,0
568,MF0609,FW25,PANTS,BLACK,10478510,38,0
569,MF0609,FW25,PANTS,BLACK,10478511,40,0
570,MF0609,FW25,PANTS,BLACK,10478512,42,0
571,MF0609,FW25,PANTS,BLACK,10478513,44,0
572,MF0609,FW25,PANTS,BLACK,10478514,46,0
573,MF0609,FW25,PANTS,BLACK,10478515,48,0
574,MF0609,FW25,PANTS,BLACK,10478516,50,0
575,MF0609,FW25,PANTS,BLACK,10478517,52,0
576,MF0609,FW25,PANTS,BLACK,10478518,54,0
577,MF0611,FW25,PANTS,BLACK,10290480,38,0
578,MF0611,FW25,PANTS,BLACK,10290481,40,0
579,MF0611,FW25,PANTS,BLACK,10290482,42,0
580,MF0611,FW25,PANTS,BLACK,10290483,44,0
581,MF0611,FW25,PANTS,BLACK,10290484,46,0
582,MF0611,FW25,PANTS,BLACK,10290485,48,0
583,MF0611,FW25,PANTS,BLACK,10290486,50,0
584,MF0611,FW25,PANTS,BLACK,10290487,52,0
585,MF0611,FW25,PANTS,BLACK,10290488,54,0
586,MF0611,FW25,PANTS,BROWN,10483000,38,0
587,MF0611,FW25,PANTS,BROWN,10483001,40,0
588,MF0611,FW25,PANTS,BROWN,10483002,42,0
589,MF0611,FW25,PANTS,BROWN,10483003,44,0
590,MF0611,FW25,PANTS,BROWN,10483004,46,0
591,MF0611,FW25,PANTS,BROWN,10483005,48,0
592,MF0611,FW25,PANTS,BROWN,10483006,50,0
593,MF0611,FW25,PANTS,BROWN,10483007,52,0
594,MF0611,FW25,PANTS,BROWN,10483008,54,0
595,MF0618,FW25,PANTS,BLACK,10478520,38,0
596,MF0618,FW25,PANTS,BLACK,10478521,40,0
597,MF0618,FW25,PANTS,BLACK,10478522,42,0
598,MF0618,FW25,PANTS,BLACK,10478523,44,0
599,MF0618,FW25,PANTS,BLACK,10478524,46,0
600,MF0618,FW25,PANTS,BLACK,10478525,48,0
601,MF0618,FW25,PANTS,BLACK,10478526,50,0
602,MF0618,FW25,PANTS,BLACK,10478527,52,0
603,MF0618,FW25,PANTS,BLACK,10478528,54,0
604,MF0619,FW25,PANTS,BLACK,10483010,38,0
605,MF0619,FW25,PANTS,BLACK,10483011,40,0
606,MF0619,FW25,PANTS,BLACK,10483012,42,0
607,MF0619,FW25,PANTS,BLACK,10483013,44,0
608,MF0619,FW25,PANTS,BLACK,10483014,46,0
609,MF0619,FW25,PANTS,BLACK,10483015,48,0
610,MF0619,FW25,PANTS,BLACK,10483016,50,0
611,MF0619,FW25,PANTS,BLACK,10483017,52,0
612,MF0619,FW25,PANTS,BLACK,10483018,54,0
613,MF0626,FW25,PANTS,BLACK,10482990,38,0
614,MF0626,FW25,PANTS,BLACK,10482991,40,0
615,MF0626,FW25,PANTS,BLACK,10482992,42,0
616,MF0626,FW25,PANTS,BLACK,10482993,44,0
617,MF0626,FW25,PANTS,BLACK,10482994,46,0
618,MF0626,FW25,PANTS,BLACK,10482995,48,0
619,MF0626,FW25,PANTS,BLACK,10482996,50,0
620,MF0626,FW25,PANTS,BLACK,10482997,52,0
621,MF0626,FW25,PANTS,BLACK,10482998,54,0
622,MF0629,FW25,PANTS,GREY,10493210,38,0
623,MF0629,FW25,PANTS,GREY,10493211,40,0
624,MF0629,FW25,PANTS,GREY,10493212,42,0
625,MF0629,FW25,PANTS,GREY,10493213,44,0
626,MF0629,FW25,PANTS,GREY,10493214,46,0
627,MF0629,FW25,PANTS,GREY,10493215,48,0
628,MF0629,FW25,PANTS,GREY,10493216,50,0
629,MF0629,FW25,PANTS,GREY,10493217,52,0
630,MF0629,FW25,PANTS,GREY,10493218,54,0
631,MF201F,FW25,DRESS,MULTI,10445040,38,0
632,MF201F,FW25,DRESS,MULTI,10445041,40,0
633,MF201F,FW25,DRESS,MULTI,10445042,42,0
634,MF201F,FW25,DRESS,MULTI,10445043,44,0
635,MF201F,FW25,DRESS,MULTI,10445044,46,0
636,MF201F,FW25,DRESS,MULTI,10445045,48,0
637,MF201F,FW25,DRESS,MULTI,10445046,50,0
638,MF201F,FW25,DRESS,MULTI,10445047,52,0
639,MF201F,FW25,DRESS,MULTI,10445048,54,0
640,MF626J,FW25,PANTS,BROWN,10496810,38,0
641,MF626J,FW25,PANTS,BROWN,10496811,40,0
642,MF626J,FW25,PANTS,BROWN,10496812,42,0
643,MF626J,FW25,PANTS,BROWN,10496813,44,0
644,MF626J,FW25,PANTS,BROWN,10496814,46,0
645,MF626J,FW25,PANTS,BROWN,10496815,48,0
646,MF626J,FW25,PANTS,BROWN,10496816,50,0
647,MF626J,FW25,PANTS,BROWN,10496817,52,0
648,MF626J,FW25,PANTS,BROWN,10496818,54,0
649,MFJ012,FW25,PANTS,BLUE,10478530,38,0
650,MFJ012,FW25,PANTS,BLUE,10478531,40,0
651,MFJ012,FW25,PANTS,BLUE,10478532,42,0
652,MFJ012,FW25,PANTS,BLUE,10478533,44,0
653,MFJ012,FW25,PANTS,BLUE,10478534,46,0
654,MFJ012,FW25,PANTS,BLUE,10478535,48,0
655,MFJ012,FW25,PANTS,BLUE,10478536,50,0
656,MFJ012,FW25,PANTS,BLUE,10478537,52,0
657,MFJ012,FW25,PANTS,BLUE,10478538,54,0
658,MFJ013,FW25,PANTS,BLUE,10478540,38,0
659,MFJ013,FW25,PANTS,BLUE,10478541,40,0
660,MFJ013,FW25,PANTS,BLUE,10478542,42,0
661,MFJ013,FW25,PANTS,BLUE,10478543,44,0
662,MFJ013,FW25,PANTS,BLUE,10478544,46,0
663,MFJ013,FW25,PANTS,BLUE,10478545,48,0
664,MFJ013,FW25,PANTS,BLUE,10478546,50,0
665,MFJ013,FW25,PANTS,BLUE,10478547,52,0
666,MFJ013,FW25,PANTS,BLUE,10478548,54,0
667,MM1053,FW25,SWEATER,BLACK,10501590,38,0
668,MM1053,FW25,SWEATER,BLACK,10501591,40,0
669,MM1053,FW25,SWEATER,BLACK,10501592,42,0
670,MM1053,FW25,SWEATER,BLACK,10501593,44,0
671,MM1053,FW25,SWEATER,BLACK,10501594,46,0
672,MM1053,FW25,SWEATER,BLACK,10501595,48,0
673,MM1053,FW25,SWEATER,BLACK,10501596,50,0
674,MM1053,FW25,SWEATER,BLACK,10501597,52,0
675,MM1053,FW25,SWEATER,BLACK,10501598,54,0
676,MM8168,FW25,SWEATER,BLACK,10501140,38,0
677,MM8168,FW25,SWEATER,BLACK,10501141,40,0
678,MM8168,FW25,SWEATER,BLACK,10501142,42,0
679,MM8168,FW25,SWEATER,BLACK,10501143,44,1
680,MM8168,FW25,SWEATER,BLACK,10501144,46,0
681,MM8168,FW25,SWEATER,BLACK,10501145,48,0
682,MM8168,FW25,SWEATER,BLACK,10501146,50,0
683,MM8168,FW25,SWEATER,BLACK,10501147,52,0
684,MM8168,FW25,SWEATER,BLACK,10501148,54,0
685,MM8168,FW25,SWEATER,CREAM,10501260,38,0
686,MM8168,FW25,SWEATER,CREAM,10501261,40,0
687,MM8168,FW25,SWEATER,CREAM,10501262,42,0
688,MM8168,FW25,SWEATER,CREAM,10501263,44,0
689,MM8168,FW25,SWEATER,CREAM,10501264,46,0
690,MM8168,FW25,SWEATER,CREAM,10501265,48,0
691,MM8168,FW25,SWEATER,CREAM,10501266,50,0
692,MM8168,FW25,SWEATER,CREAM,10501267,52,0
693,MM8168,FW25,SWEATER,CREAM,10501268,54,0
694,MM8168,FW25,SWEATER,GREY,10501180,38,0
695,MM8168,FW25,SWEATER,GREY,10501181,40,0
696,MM8168,FW25,SWEATER,GREY,10501182,42,0
697,MM8168,FW25,SWEATER,GREY,10501183,44,1
698,MM8168,FW25,SWEATER,GREY,10501184,46,0
699,MM8168,FW25,SWEATER,GREY,10501185,48,0
700,MM8168,FW25,SWEATER,GREY,10501186,50,0
701,MM8168,FW25,SWEATER,GREY,10501187,52,0
702,MM8168,FW25,SWEATER,GREY,10501188,54,0
703,MM8168,FW25,SWEATER,RED,10501170,38,0
704,MM8168,FW25,SWEATER,RED,10501171,40,0
705,MM8168,FW25,SWEATER,RED,10501172,42,0
706,MM8168,FW25,SWEATER,RED,10501173,44,1
707,MM8168,FW25,SWEATER,RED,10501174,46,0
708,MM8168,FW25,SWEATER,RED,10501175,48,0
709,MM8168,FW25,SWEATER,RED,10501176,50,0
710,MM8168,FW25,SWEATER,RED,10501177,52,0
711,MM8168,FW25,SWEATER,RED,10501178,54,0
712,S00026,FW25,BELT,N/A,10491780,O/S,0
713,S00105,FW25,SWEATER,WHITE/BLACK,10501420,38,0
714,S00105,FW25,SWEATER,WHITE/BLACK,10501421,40,0
715,S00105,FW25,SWEATER,WHITE/BLACK,10501422,42,0
716,S00105,FW25,SWEATER,WHITE/BLACK,10501423,44,0
717,S00105,FW25,SWEATER,WHITE/BLACK,10501424,46,0
718,S00105,FW25,SWEATER,WHITE/BLACK,10501425,48,0
719,S00105,FW25,SWEATER,WHITE/BLACK,10501426,50,0
720,S00105,FW25,SWEATER,WHITE/BLACK,10501427,52,0
721,S00105,FW25,SWEATER,WHITE/BLACK,10501428,54,0
722,S00300,FW25,BODY,WHITE,10422020,38,0
723,S00300,FW25,BODY,WHITE,10422021,40,0
724,S00300,FW25,BODY,WHITE,10422022,42,0
725,S00300,FW25,BODY,WHITE,10422023,44,0
726,S00300,FW25,BODY,WHITE,10422024,46,0
727,S00300,FW25,BODY,WHITE,10422025,48,0
728,S00300,FW25,BODY,WHITE,10422026,50,0
729,S00300,FW25,BODY,WHITE,10422027,52,0
730,S00300,FW25,BODY,WHITE,10422028,54,0
731,S00301,FW25,BLOUSE,BLACK,10412810,38,0
732,S00301,FW25,BLOUSE,BLACK,10412811,40,0
733,S00301,FW25,BLOUSE,BLACK,10412812,42,0
734,S00301,FW25,BLOUSE,BLACK,10412813,44,0
735,S00301,FW25,BLOUSE,BLACK,10412814,46,0
736,S00301,FW25,BLOUSE,BLACK,10412815,48,0
737,S00301,FW25,BLOUSE,BLACK,10412816,50,0
738,S00301,FW25,BLOUSE,BLACK,10412817,52,0
739,S00301,FW25,BLOUSE,BLACK,10412818,54,0
740,S00303,FW25,BLOUSE,BLACK,10417480,38,0
741,S00303,FW25,BLOUSE,BLACK,10417481,40,0
742,S00303,FW25,BLOUSE,BLACK,10417482,42,0
743,S00303,FW25,BLOUSE,BLACK,10417483,44,0
744,S00303,FW25,BLOUSE,BLACK,10417484,46,0
745,S00303,FW25,BLOUSE,BLACK,10417485,48,0
746,S00303,FW25,BLOUSE,BLACK,10417486,50,0
747,S00303,FW25,BLOUSE,BLACK,10417487,52,0
748,S00303,FW25,BLOUSE,BLACK,10417488,54,0
749,S00304,FW25,BLOUSE,BLACK,10478600,38,0
750,S00304,FW25,BLOUSE,BLACK,10478601,40,0
751,S00304,FW25,BLOUSE,BLACK,10478602,42,0
752,S00304,FW25,BLOUSE,BLACK,10478603,44,0
753,S00304,FW25,BLOUSE,BLACK,10478604,46,0
754,S00304,FW25,BLOUSE,BLACK,10478605,48,0
755,S00304,FW25,BLOUSE,BLACK,10478606,50,0
756,S00304,FW25,BLOUSE,BLACK,10478607,52,0
757,S00304,FW25,BLOUSE,BLACK,10478608,54,0
758,S00307,FW25,BLOUSE,WHITR,10478970,38,0
759,S00307,FW25,BLOUSE,WHITR,10478971,40,0
760,S00307,FW25,BLOUSE,WHITR,10478972,42,0
761,S00307,FW25,BLOUSE,WHITR,10478973,44,0
762,S00307,FW25,BLOUSE,WHITR,10478974,46,0
763,S00307,FW25,BLOUSE,WHITR,10478975,48,0
764,S00307,FW25,BLOUSE,WHITR,10478976,50,0
765,S00307,FW25,BLOUSE,WHITR,10478977,52,0
766,S00307,FW25,BLOUSE,WHITR,10478978,54,0
767,S00310,FW25,BLOUSE,BLACK,10359110,38,0
768,S00310,FW25,BLOUSE,BLACK,10359111,40,0
769,S00310,FW25,BLOUSE,BLACK,10359112,42,0
770,S00310,FW25,BLOUSE,BLACK,10359113,44,0
771,S00310,FW25,BLOUSE,BLACK,10359114,46,0
772,S00310,FW25,BLOUSE,BLACK,10359115,48,0
773,S00310,FW25,BLOUSE,BLACK,10359116,50,0
774,S00310,FW25,BLOUSE,BLACK,10359117,52,0
775,S00310,FW25,BLOUSE,BLACK,10359118,54,0
776,S00312,FW25,BLOUSE,MULTI,10480230,38,0
777,S00312,FW25,BLOUSE,MULTI,10480231,40,0
778,S00312,FW25,BLOUSE,MULTI,10480232,42,0
779,S00312,FW25,BLOUSE,MULTI,10480233,44,0
780,S00312,FW25,BLOUSE,MULTI,10480234,46,0
781,S00312,FW25,BLOUSE,MULTI,10480235,48,0
782,S00312,FW25,BLOUSE,MULTI,10480236,50,0
783,S00312,FW25,BLOUSE,MULTI,10480237,52,0
784,S00312,FW25,BLOUSE,MULTI,10480238,54,0
785,S00313,FW25,BLOUSE,BLACK,10478610,38,0
786,S00313,FW25,BLOUSE,BLACK,10478611,40,0
787,S00313,FW25,BLOUSE,BLACK,10478612,42,0
788,S00313,FW25,BLOUSE,BLACK,10478613,44,0
789,S00313,FW25,BLOUSE,BLACK,10478614,46,0
790,S00313,FW25,BLOUSE,BLACK,10478615,48,0
791,S00313,FW25,BLOUSE,BLACK,10478616,50,0
792,S00313,FW25,BLOUSE,BLACK,10478617,52,0
793,S00313,FW25,BLOUSE,BLACK,10478618,54,0
794,S00451,FW25,PANTS,BLACK,10480240,38,0
795,S00451,FW25,PANTS,BLACK,10480241,40,0
796,S00451,FW25,PANTS,BLACK,10480242,42,0
797,S00451,FW25,PANTS,BLACK,10480243,44,0
798,S00451,FW25,PANTS,BLACK,10480244,46,0
799,S00451,FW25,PANTS,BLACK,10480245,48,0
800,S00451,FW25,PANTS,BLACK,10480246,50,0
801,S00451,FW25,PANTS,BLACK,10480247,52,0
802,S00451,FW25,PANTS,BLACK,10480248,54,0
803,S00452,FW25,SWEATER,BLACK,10480250,38,0
804,S00452,FW25,SWEATER,BLACK,10480251,40,0
805,S00452,FW25,SWEATER,BLACK,10480252,42,0
806,S00452,FW25,SWEATER,BLACK,10480253,44,0
807,S00452,FW25,SWEATER,BLACK,10480254,46,0
808,S00452,FW25,SWEATER,BLACK,10480255,48,0
809,S00452,FW25,SWEATER,BLACK,10480256,50,0
810,S00452,FW25,SWEATER,BLACK,10480257,52,0
811,S00452,FW25,SWEATER,BLACK,10480258,54,0
812,S00457,FW25,PANTS,BLACK,10478550,38,0
813,S00457,FW25,PANTS,BLACK,10478551,40,0
814,S00457,FW25,PANTS,BLACK,10478552,42,0
815,S00457,FW25,PANTS,BLACK,10478553,44,0
816,S00457,FW25,PANTS,BLACK,10478554,46,0
817,S00457,FW25,PANTS,BLACK,10478555,48,0
818,S00457,FW25,PANTS,BLACK,10478556,50,0
819,S00457,FW25,PANTS,BLACK,10478557,52,0
820,S00457,FW25,PANTS,BLACK,10478558,54,0
821,S00458,FW25,SWEATER,BLACK,10478640,38,0
822,S00458,FW25,SWEATER,BLACK,10478641,40,0
823,S00458,FW25,SWEATER,BLACK,10478642,42,0
824,S00458,FW25,SWEATER,BLACK,10478643,44,0
825,S00458,FW25,SWEATER,BLACK,10478644,46,0
826,S00458,FW25,SWEATER,BLACK,10478645,48,0
827,S00458,FW25,SWEATER,BLACK,10478646,50,0
828,S00458,FW25,SWEATER,BLACK,10478647,52,0
829,S00458,FW25,SWEATER,BLACK,10478648,54,0
830,S00503,FW25,PANTS,BLACK,10411060,38,0
831,S00503,FW25,PANTS,BLACK,10411061,40,0
832,S00503,FW25,PANTS,BLACK,10411062,42,0
833,S00503,FW25,PANTS,BLACK,10411063,44,0
834,S00503,FW25,PANTS,BLACK,10411064,46,0
835,S00503,FW25,PANTS,BLACK,10411065,48,0
836,S00503,FW25,PANTS,BLACK,10411066,50,0
837,S00503,FW25,PANTS,BLACK,10411067,52,0
838,S00503,FW25,PANTS,BLACK,10411068,54,0
839,S0050311,FW25,PANTS,BLACK,10482980,38,0
840,S0050311,FW25,PANTS,BLACK,10482981,40,0
841,S0050311,FW25,PANTS,BLACK,10482982,42,0
842,S0050311,FW25,PANTS,BLACK,10482983,44,0
843,S0050311,FW25,PANTS,BLACK,10482984,46,0
844,S0050311,FW25,PANTS,BLACK,10482985,48,0
845,S0050311,FW25,PANTS,BLACK,10482986,50,0
846,S0050311,FW25,PANTS,BLACK,10482987,52,0
847,S0050311,FW25,PANTS,BLACK,10482988,54,0
848,S00506,FW25,PANTS,BLUE,10478560,38,0
849,S00506,FW25,PANTS,BLUE,10478561,40,0
850,S00506,FW25,PANTS,BLUE,10478562,42,0
851,S00506,FW25,PANTS,BLUE,10478563,44,0
852,S00506,FW25,PANTS,BLUE,10478564,46,0
853,S00506,FW25,PANTS,BLUE,10478565,48,0
854,S00506,FW25,PANTS,BLUE,10478566,50,0
855,S00506,FW25,PANTS,BLUE,10478567,52,0
856,S00506,FW25,PANTS,BLUE,10478568,54,0
857,S00508,FW25,PANTS,GREY,10478570,38,0
858,S00508,FW25,PANTS,GREY,10478571,40,0
859,S00508,FW25,PANTS,GREY,10478572,42,0
860,S00508,FW25,PANTS,GREY,10478573,44,0
861,S00508,FW25,PANTS,GREY,10478574,46,0
862,S00508,FW25,PANTS,GREY,10478575,48,0
863,S00508,FW25,PANTS,GREY,10478576,50,0
864,S00508,FW25,PANTS,GREY,10478577,52,0
865,S00508,FW25,PANTS,GREY,10478578,54,0
866,S00601,FW25,SKIRT,OFF-WHITE,10482960,38,0
867,S00601,FW25,SKIRT,OFF-WHITE,10482961,40,0
868,S00601,FW25,SKIRT,OFF-WHITE,10482962,42,0
869,S00601,FW25,SKIRT,OFF-WHITE,10482963,44,0
870,S00601,FW25,SKIRT,OFF-WHITE,10482964,46,0
871,S00601,FW25,SKIRT,OFF-WHITE,10482965,48,0
872,S00601,FW25,SKIRT,OFF-WHITE,10482966,50,0
873,S00601,FW25,SKIRT,OFF-WHITE,10482967,52,0
874,S00601,FW25,SKIRT,OFF-WHITE,10482968,54,0
875,S00607,FW25,SKIRT,BLACK,10480290,38,0
876,S00607,FW25,SKIRT,BLACK,10480291,40,0
877,S00607,FW25,SKIRT,BLACK,10480292,42,0
878,S00607,FW25,SKIRT,BLACK,10480293,44,0
879,S00607,FW25,SKIRT,BLACK,10480294,46,0
880,S00607,FW25,SKIRT,BLACK,10480295,48,0
881,S00607,FW25,SKIRT,BLACK,10480296,50,0
882,S00607,FW25,SKIRT,BLACK,10480297,52,0
883,S00607,FW25,SKIRT,BLACK,10480298,54,0
884,S00607,FW25,SKIRT,OFF-WHITE,10480300,38,0
885,S00607,FW25,SKIRT,OFF-WHITE,10480301,40,0
886,S00607,FW25,SKIRT,OFF-WHITE,10480302,42,0
887,S00607,FW25,SKIRT,OFF-WHITE,10480303,44,0
888,S00607,FW25,SKIRT,OFF-WHITE,10480304,46,0
889,S00607,FW25,SKIRT,OFF-WHITE,10480305,48,0
890,S00607,FW25,SKIRT,OFF-WHITE,10480306,50,0
891,S00607,FW25,SKIRT,OFF-WHITE,10480307,52,0
892,S00607,FW25,SKIRT,OFF-WHITE,10480308,54,0
893,S00612,FW25,SKIRT,OFF-WHITE,10482970,38,0
894,S00612,FW25,SKIRT,OFF-WHITE,10482971,40,0
895,S00612,FW25,SKIRT,OFF-WHITE,10482972,42,0
896,S00612,FW25,SKIRT,OFF-WHITE,10482973,44,0
897,S00612,FW25,SKIRT,OFF-WHITE,10482974,46,0
898,S00612,FW25,SKIRT,OFF-WHITE,10482975,48,0
899,S00612,FW25,SKIRT,OFF-WHITE,10482976,50,0
900,S00612,FW25,SKIRT,OFF-WHITE,10482977,52,0
901,S00612,FW25,SKIRT,OFF-WHITE,10482978,54,0
902,S00742,FW25,JACKET,BROWN,10500990,38,0
903,S00742,FW25,JACKET,BROWN,10500991,40,0
904,S00742,FW25,JACKET,BROWN,10500992,42,0
905,S00742,FW25,JACKET,BROWN,10500993,44,0
906,S00742,FW25,JACKET,BROWN,10500994,46,0
907,S00742,FW25,JACKET,BROWN,10500995,48,0
908,S00742,FW25,JACKET,BROWN,10500996,50,0
909,S00742,FW25,JACKET,BROWN,10500997,52,0
910,S00742,FW25,JACKET,BROWN,10500998,54,0
911,S00750,FW25,JACKET,OFF-WHITE,10483150,38,0
912,S00750,FW25,JACKET,OFF-WHITE,10483151,40,0
913,S00750,FW25,JACKET,OFF-WHITE,10483152,42,0
914,S00750,FW25,JACKET,OFF-WHITE,10483153,44,0
915,S00750,FW25,JACKET,OFF-WHITE,10483154,46,0
916,S00750,FW25,JACKET,OFF-WHITE,10483155,48,0
917,S00750,FW25,JACKET,OFF-WHITE,10483156,50,0
918,S00750,FW25,JACKET,OFF-WHITE,10483157,52,0
919,S00750,FW25,JACKET,OFF-WHITE,10483158,54,0
920,S00759,FW25,JACKET,BLUE,10478740,38,0
921,S00759,FW25,JACKET,BLUE,10478741,40,0
922,S00759,FW25,JACKET,BLUE,10478742,42,0
923,S00759,FW25,JACKET,BLUE,10478743,44,0
924,S00759,FW25,JACKET,BLUE,10478744,46,0
925,S00759,FW25,JACKET,BLUE,10478745,48,0
926,S00759,FW25,JACKET,BLUE,10478746,50,0
927,S00759,FW25,JACKET,BLUE,10478747,52,0
928,S00759,FW25,JACKET,BLUE,10478748,54,0
929,S00761,FW25,JACKET,GREY,10478750,38,0
930,S00761,FW25,JACKET,GREY,10478751,40,0
931,S00761,FW25,JACKET,GREY,10478752,42,0
932,S00761,FW25,JACKET,GREY,10478753,44,0
933,S00761,FW25,JACKET,GREY,10478754,46,0
934,S00761,FW25,JACKET,GREY,10478755,48,0
935,S00761,FW25,JACKET,GREY,10478756,50,0
936,S00761,FW25,JACKET,GREY,10478757,52,0
937,S00761,FW25,JACKET,GREY,10478758,54,0
